,title,category,author_name,dates,num comments,num views
1440,Actress Choi Kang Hee continues to discover herself while picking up garbage in the mountain trails,News,Sophie-Ha,02/16/2024,1,"3,783"
1441,Apink's Namjoo is set to make a Solo comeback after 4 years!,News,darkrunner,02/16/2024,2,"2,358"
1442,"Watch 'Music Bank' Live feat. EVNNE, NMIXX, TWS & more!",Live,Germaine-Jay,02/16/2024,0,"1,090"
1443,Real-life figure behind virtual idol PLAVE member Eunho under fire for his past mixtape lyrics,News,Susan-Han,02/16/2024,38,"26,926"
1444,TOMORROW x TOGETHER preparing for a comeback in April,News,Susan-Han,02/16/2024,6,"6,556"
1445,DAY6 making a comeback next month,News,Susan-Han,02/16/2024,5,"5,988"
1446,TWS sign with Geffen Records & Virgin Music for promotion/distribution deals in the U.S. and Japan,News,Susan-Han,02/16/2024,4,"2,367"
1447,A.C.E reveal fun and goofy 'My Girl : 'My Choice'' season 2 photos,News,Susan-Han,02/16/2024,5,"1,770"
1448,"The Givers CEO Ahn Sung Il sent to prosecution for obstruction of justice, destruction of records, & breach of trust in FIFTY FIFTY poaching case",News,Susan-Han,02/15/2024,36,"12,831"
1449,Former SBS 'LOUD' contestant Daniel Jikal joins P-Nation,Misc,Susan-Han,02/15/2024,2,"4,512"
1450,TEMPEST announce comeback with a sweet 'coming soon' image,News,Susan-Han,02/15/2024,1,"1,529"
1451,"Hyun Bin in talks to lead ~ $36 million USD budget blockbuster series, 'Made In Korea'",Dramas,Susan-Han,02/15/2024,2,"7,149"
1452,The story of TWS and their debut journey to be aired as a documentary exclusively on Fuji TV,News,Susan-Han,02/15/2024,2,"2,804"
1453,"Occult thriller 'The Nuns' confirms elite cast made up of Song Hye Kyo, Jeon Yeo Bin, Lee Jin Wook, Heo Jun Ho, & Moon Woo Jin",News,Susan-Han,02/15/2024,10,"7,021"
1454,Netflix launches main trailer + poster for 'My Name Is Loh Kiwan' starring Song Joong Ki x Choi Sung Eun,Misc,Susan-Han,02/15/2024,19,"3,712"
1455,"It's 'Love or Die' for CRAVITY in rugged new photos for their 7th mini album, 'Evershine'",News,Susan-Han,02/15/2024,2,"1,689"
1456,ENHYPEN to release a remake of BTS's 'I Need U' for 'Spotify Singles',News,Susan-Han,02/15/2024,10,"5,833"
1457,LE SSERAFIM scheduled to appear on various variety shows including 'Running Man' and 'Amazing Saturday',News,Sophie-Ha,02/15/2024,11,"6,367"
1458,Stray Kids and (G)I-DLE top Hanteo's Global Charts for the second week of February,News,Sophie-Ha,02/15/2024,8,"3,071"
1459,"""Their acting is so good,"" K-netizens are pleasantly shocked by (G)I-DLE's thrilling ""Revenge"" music video",News,Sophie-Ha,02/15/2024,26,"6,755"
1460,"MAMAMOO's Wheein releases digital single 'WHEEE' (Prod. Young K, Sanghyun Nah)",Music Video,Luckymoomoo,02/15/2024,1,"1,577"
1461,tvN rolls out a new trailer for the new mystery variety show 'Apartment 404',Teaser,Sophie-Ha,02/15/2024,3,"5,319"
1462,8 Beautiful Quotes about Love by BTS' RM aka Kim Namjoon,Original Content,A-Nish,02/15/2024,7,"3,931"
1463,tripleS reveals 4 song candidates for the title track of their 1st full group comeback,News,anonymous1215151,02/15/2024,5,"2,274"
1464,Apink's Namjoo covers 'Rewrite The Stars' & 'Reflection' in a special Live clip,Misc,darkrunner,02/15/2024,2,"1,502"
1465,"Girls' Generation's Yuri, YoonA, and Tiffany gather to celebrate Sooyoung's birthday",News,Sophie-Ha,02/15/2024,6,"7,073"
1466,"""Monster Rookies"" TWS steadily climb to reach #1 on Melon's HOT 100",News,Sophie-Ha,02/15/2024,6,"3,746"
1467,Enjoying 'Doctor Slump'? Here are 10 Must-Watch Medical K-Dramas,Original Content,Rika-go,02/15/2024,4,"5,902"
1468,BTS's V reveals he gained 10 kg (22 lbs) after enlisting in mandatory military service,News,Sophie-Ha,02/15/2024,63,"23,392"
1469,Another New Award Show? When is the limit?,Original Content,ean1994,02/15/2024,21,"9,828"
1470,Circle Chart releases chart rankings for February 4 to February 10,News,GhostWriter,02/15/2024,2,"2,960"
1471,MAMAMOO's Moon Byul sets a new personal best for album pre-orders with 'Starlit of Muse',News,Luckymoomoo,02/15/2024,7,"2,366"
1472,P1Harmony's 'Killin' It' debuts at #1 on this week's Circle Album Chart,News,Sofia-Sayson,02/15/2024,2,"1,656"
1473,tripleS to make their first full group comeback with 20 members,News,anonymous1215151,02/15/2024,35,"7,721"
1474,BTS's V (Kim Taehyung) shares outtakes from his stunning Valentine's Day photoshoot for 'W Korea x CELINE',News,YeontanNews,02/15/2024,19,"8,486"
1475,"""This wasn't taken yesterday?"" Pre-debut photo of BLACKPINK's Jennie stuns fans",News,Sophie-Ha,02/15/2024,18,"25,330"
1476,K-netizens says that the future of YG Entertainment is looking bleak,News,Sophie-Ha,02/15/2024,115,"25,814"
1477,NCT's Taeyong shines in the dark in the new teaser photos for his 2nd mini-album 'TAP',News,Sophie-Ha,02/15/2024,5,"1,964"
1478,SM Entertainment unveils additional teaser photos for NCT WISH,News,Sophie-Ha,02/15/2024,4,"2,029"
1479,Brave Entertainment releases individual profile photos of the third Candy Shop member,News,Sophie-Ha,02/15/2024,17,"5,113"
1480,TWICE shine a light in 'With YOU-th' concept photos,News,Germaine-Jay,02/15/2024,8,"3,754"
1481,Chuu gifts fans 'Chocolate' in special present MV,Music Video,Germaine-Jay,02/15/2024,3,"1,838"
1482,MAMAMOO's Moon Byul reveals her moves in 'TOUCHIN&MOVIN' MV teaser,Teaser,Germaine-Jay,02/15/2024,9,"1,332"
1483,(G)I-DLE seek 'Revenge' in action-packed MV,Music Video,Germaine-Jay,02/15/2024,9,"4,592"
1484,LE SSERAFIM reveal dramatic MV teaser for 'EASY',Teaser,Germaine-Jay,02/15/2024,7,"2,978"
1485,BoA & Kikwang not attending vacation with 'Marry My Husband' cast,News,Germaine-Jay,02/15/2024,19,"19,507"
1486,YOUNG POSSE drop 'YOUNG POSSE UP' choreography MV,Misc,Germaine-Jay,02/15/2024,0,"1,450"
1487,(G)I-DLE take #1 trophy with 'Super Lady' on this week's 'M! Countdown',News,Germaine-Jay,02/15/2024,7,"2,823"
1488,TWICE take you behind the scenes of 'I Got You' MV,Misc,Germaine-Jay,02/15/2024,1,"1,653"
1489,Former F.T. Island's Seunghyun announces retirement from entertainment industry,News,Germaine-Jay,02/15/2024,17,"24,771"
1490,GOT7's Yugyeom takes a break in '1 Minute' MV teaser,Teaser,Germaine-Jay,02/15/2024,3,"1,650"
1491,Actress Kim Yoo Jung donates 100 million won to Korea Children's Cancer Foundation,News,Germaine-Jay,02/15/2024,8,"2,654"
1492,Pentagon's Wooseok takes to great outdoors in 'Empty Paper' solo debut teaser images,News,Germaine-Jay,02/15/2024,2,"1,485"
1493,ICHILLIN' reveal receipt for 'Feelin' Hot' comeback schedule,News,Germaine-Jay,02/15/2024,1,"1,532"
1494,n.SSign remember the good times in 'Happy &' MV,Music Video,Germaine-Jay,02/15/2024,0,"1,467"
1495,iKON's DK (Donghyuk) gets his heart stolen in 'GROOVIN' solo debut MV,Music Video,Germaine-Jay,02/15/2024,4,"2,938"
1496,Cha Eun Woo chases love in 'Stay' solo debut MV,Music Video,Germaine-Jay,02/15/2024,4,"4,189"
1497,'Marry My Husband' actor Na In Woo to enlist for mandatory military service,News,Germaine-Jay,02/15/2024,10,"33,417"
1498,TREASURE to star in new SBS variety 'Shining SOLO' + show rumored to be a dating reality with female SNS influencers,News,Susan-Han,02/15/2024,26,"13,033"
1499,"After 'Pepero', Lotte Wellfood once again selects NewJeans as endorsement models for its 'ZERO' brand snacks",News,Susan-Han,02/15/2024,5,"3,145"
1500,"Lee Kang In's legal representative issues an official statement, 'The reports saying that Lee Kang In threw his fist in Son Heung Min's face are different from the truth'",News,Susan-Han,02/15/2024,45,"21,057"
1501,IU captivates with her mysterious gaze for 'Marie Claire',News,Susan-Han,02/15/2024,9,"5,282"
1502,"A.C.E roll out chaotic office-style teaser photos for 6th mini album, 'My Girl : My Choice'",News,Susan-Han,02/14/2024,5,"1,725"
1503,TRI.BE search for their 'Diamond' in the rough in emotional comeback MV teaser,Teaser,Susan-Han,02/14/2024,2,"1,389"
1504,NewJeans' Haerin & TOMORROW x TOGETHER land on the March cover of 'W Korea' magazine,News,Susan-Han,02/14/2024,15,"5,966"
1505,"Filming for 'Jinny's Kitchen' season 2 currently under way, tvN asks viewers to stay tuned for the cast lineup",News,Susan-Han,02/14/2024,5,"16,384"
1506,"Cha Eun Woo confirms that his upbringing involved his mother's dedicated efforts to ensure he remained humble and grounded, despite his good looks",Variety,Susan-Han,02/14/2024,9,"8,028"
1507,MBC M's 'Show Champion' confirms its new MC trio ahead of its return to weekly broadcasts,News,Susan-Han,02/14/2024,5,"8,985"
1508,"A.C.E's Kang Yuchan to be discharged from his mandatory service today, but unable to join the group for their comeback promotions",News,Susan-Han,02/14/2024,7,"5,614"
1509,Lee Kang In posts an apology addressing recent reports concerning his alleged rift with Son Heung Min,BUZZ News,Sophie-Ha,02/14/2024,34,"20,819"
1510,Calvin Klein unveils seductive ad featuring BTS's Jungkook on Valentine's Day,News,Sophie-Ha,02/14/2024,19,"18,540"
1511,Seventeen songs that are perfect for your next road trip,Original Content,A-Nish,02/14/2024,4,"9,734"
1512,A government employee returns to work after being investigated for cross-dressing to view naked bodies of women in the locker room,BUZZ News,Sophie-Ha,02/14/2024,38,"6,682"
1513,Lee Kang In punched Son Heung Min? South Korean National Soccer Team faces allegations of discord,BUZZ News,Sophie-Ha,02/14/2024,44,"30,322"
1514,NCT's TEN dominates iTunes charts with his first mini-album,News,Sofia-Sayson,02/14/2024,3,"3,083"
1515,"TWS's ""Plot Twist"" reaches #2 on Melon's Top 100",News,Sophie-Ha,02/14/2024,8,"3,023"
1516,Netizens are saying Red Velvet's Joy looked better before getting her eyes done,News,Sophie-Ha,02/14/2024,51,"45,421"
1517,Health concerns forces 'Boys Planet' participant Ma Jing Xiang to give up his dream on being an idol,News,kmsml,02/14/2024,4,"8,619"
1518,"BTS's ""Spring Day"" celebrates its 7th anniversary and the song has never left Melon's Daily Chart for 7 consecutive years",News,Sophie-Ha,02/14/2024,18,"4,489"
1519,Get Ready for Cha Eun Woo’s Solo Debut: A Look Back at his memorable Performances,Original Content,Rika-go,02/14/2024,1,"2,593"
1520,Where is the creativity in variety programs these days?,Original Content,ean1994,02/14/2024,27,"11,972"
1521,Moon Byul continues gearing up for her 1st full album 'Starlit of Muse',News,Sophie-Ha,02/14/2024,0,"1,540"
1522,"""My debut was also my retirement stage,"" Singer Ori talks about her infamous performance 15 years ago",News,Sophie-Ha,02/14/2024,28,"19,912"
1523,SHINee's Taemin gets embroiled in dating rumors with dancer NO:ZE,Rumors,Sophie-Ha,02/14/2024,116,"59,409"
1524,TRI.BE's SoEun sheds tears in the new individual visual video for their single album 'Diamond',Teaser,Sophie-Ha,02/14/2024,1,"1,345"
1525,Sarang is the second member of Candy Shop to be introduced by Brave Entertainment,News,Sophie-Ha,02/14/2024,26,"6,948"
1526,"X:IN unveils second photoshoot images for their upcoming album ""THE REAL""",Photos,Rani-Tripathy,02/14/2024,4,"2,104"
1527,Krystal Jung creates a SoundCloud account and posts a cover of Toto's 'Georgy Porgy' on Valentine's Day,News,jaepopcorn,02/14/2024,9,"4,070"
1528,NCT WISH rolls out sweet concept photos for their debut single 'WISH',News,Sophie-Ha,02/14/2024,0,"2,000"
1529,BABYMONSTER face each other in 'Stuck in the Middle' live stage video,Music Video,Germaine-Jay,02/14/2024,59,"5,274"
1530,BTOB's Hyunsik survives solo in 'La Mar' MV teaser,Teaser,Germaine-Jay,02/14/2024,0,"1,294"
1531,NCT's Taeyong looks for himself in 'Searching for TY' teaser video,Teaser,Germaine-Jay,02/14/2024,2,"1,359"
1532,IU explodes into feathers in 'Holssi' MV teaser,Teaser,Germaine-Jay,02/14/2024,13,"3,005"
1533,TWS take home 1st music show trophy with debut song 'plot twist' on 'Show Champion',News,Sofia-Sayson,02/14/2024,14,"3,112"
1534,The mystery of Ori: from debut to disappearance,News,Alec06,02/14/2024,12,"13,178"
1535,Actress-turned-YouTuber under fire for 'taxi fart' controversy,News,Germaine-Jay,02/14/2024,40,"13,678"
1536,"'Singer Again 3' spin-off to premiere, Lee Seung Gi & Kyuhyun confirmed as MCs",News,Alec06,02/14/2024,2,"3,312"
1537,P1Harmony wrap up first-week sales for 'Killin' It',News,Sofia-Sayson,02/14/2024,0,"1,700"
1538,'Arthdal Chronicles' actor Shin Joo Hwan to marry this March,News,Germaine-Jay,02/14/2024,3,"2,688"
1539,M.O.N.T reveal track list for 'IDGAF' mini album,News,Germaine-Jay,02/14/2024,1,"1,537"
1540,Kep1er set to boost popularity with debut in Japan,News,Alec06,02/14/2024,9,"5,160"
1541,NCT's TEN reveals story behind 'TEN' solo debut mini album,Misc,Germaine-Jay,02/14/2024,0,"1,880"
1542,(G)I-DLE's Soyeon opens up about struggles with song censorship,News,Alec06,02/14/2024,27,"10,713"
1543,Former YG Entertainment trainee Guno criticizes K-pop's 'inhumane' system,News,Germaine-Jay,02/14/2024,31,"26,573"
1544,Park Min Young to celebrate 'Marry My Husband' success with reward vacation in Vietnam,News,Alec06,02/14/2024,4,"11,297"
1545,Cha Eun Woo gives a preview of 'ENTITY' in highlight medley,Teaser,Germaine-Jay,02/14/2024,7,"1,950"
1546,Former Rainbow's Hyunyoung denies allegations she's involved in cryptocurrency scam,News,Germaine-Jay,02/14/2024,4,"2,903"
1547,Lee Jin Wook to make screen comeback with 'The Black Nuns',News,Alec06,02/14/2024,0,"2,086"
1548,n.SSign create school memories in 'Happy &' MV teaser,Teaser,Germaine-Jay,02/14/2024,1,"1,063"
1549,iKON's DK (Donghyuk) hits the club in 'GROOVIN' MV teaser,Teaser,Germaine-Jay,02/14/2024,2,"1,426"
1550,The Wind say beam me up in 'H! TEEN' MV,Music Video,Germaine-Jay,02/14/2024,0,"1,409"
1551,Cha Eun Woo watches time fly in 'ENTITY' prologue teaser,Teaser,Germaine-Jay,02/14/2024,0,"1,360"
1552,VCHA unveils acoustic version of ‘Girls of the Year',Music Video,Alec06,02/14/2024,3,"1,609"
1553,Uhm Jung Hwa shares insights on marriage during heartfelt reunion with Lee So Ra,News,EunhaYi,02/14/2024,3,"5,075"
1554,Controversy surrounds explicit scenes in 'A Killer Paradox' despite streaming success,News,EunhaYi,02/14/2024,60,"33,874"
1555,Park Soo Hong's brother sentenced to two years in embezzlement case,News,EunhaYi,02/14/2024,12,"8,076"
1556,Brave Entertainment unveils Candy Shop's first member Sui with vibrant dance cover video,Misc,EunhaYi,02/14/2024,5,"2,330"
1557,MBN unveils striking character posters for upcoming series 'The Crown Prince has Disappeared',Dramas,EunhaYi,02/14/2024,0,"2,721"
1558,BTS V's latest spring-themed pictorial with 'W' Korea unveiled in collaboration with CELINE,News,EunhaYi,02/14/2024,17,"7,303"
1559,K-netizens react to IU's 'Shopper' music video teaser for upcoming album 'The Winning',News,EunhaYi,02/13/2024,3,"4,698"
1560,A Japanese adaptation of hit K-drama 'Marry My Husband' in the works,News,EunhaYi,02/13/2024,3,"5,621"
1561,Singer Bada talks about being neighbors with Jo Kwon,News,Sophie-Ha,02/13/2024,5,"6,490"
1562,Lee Hyori inspires at Kookmin University graduation with heartfelt speech and live performance,News,EunhaYi,02/13/2024,4,"5,317"
1563,'Marry My Husband' episode 14 draws record viewship as Park Min Young's fate hangs in the balance,News,EunhaYi,02/13/2024,9,"21,616"
1564,Stray Kids Confirmed to Grace the Stage at 'Asia Star Entertainer Awards 2024',News,EunhaYi,02/13/2024,3,"4,439"
1565,n.SSign set for comeback with 8-member lineup as Doha takes temporary hiatus due to health,News,EunhaYi,02/13/2024,0,"1,657"
1566,LUN8 makes comeback with second mini album 'BUFF' after 7-month hiatus,News,EunhaYi,02/13/2024,0,"1,785"
1567,K-netizens find RIIZE's mascot dolls hilarious,News,Sophie-Ha,02/13/2024,10,"8,628"
1568,G-Dragon rings in Lunar New Year with star-studded celebrities including Lee Jung Jae,News,Sophie-Ha,02/13/2024,14,"16,114"
1569,A Korean streamer gets her phone stolen during a live stream in Brazil,News,Sophie-Ha,02/13/2024,30,"10,198"
1570,"After 13 years in obscurity, Song Ha Yoon finally shines as an actress in 'Marry My Husband'",News,Sophie-Ha,02/13/2024,16,"39,043"
1571,"6 K-Actors being typecast in their roles, can they branch out?",Original Content,ean1994,02/13/2024,8,"8,426"
1572,Han Ye Seul hopes to work with Netflix for her next project,News,Sophie-Ha,02/13/2024,14,"3,658"
1573,MAMAMOO's Moon Byul is ready to take over in the concept photos for her 1st full album 'Starlit of Muse',News,Luckymoomoo,02/13/2024,6,"1,928"
1574,K-netizens congratulate BTS producer PDogg and weathercaster Kim Ga Young on their romantic relationship,News,Sophie-Ha,02/13/2024,5,"5,330"
1575,Media outlet Money Today ponders about the relationship between Han Seo Hee and Dispatch,News,Sophie-Ha,02/13/2024,51,"21,075"
1576,Romance Blossoms: Top 7 K-Dramas to watch for Valentine's Day,Original Content,ean1994,02/13/2024,5,"10,540"
1577,BTS's V (Kim Taehyung) stars in CELINE's massive billboard ad campaign in major cities in China,News,YeontanNews,02/13/2024,70,"11,534"
1578,K-netizens react to Lisa making her Hollywood debut,News,Sophie-Ha,02/13/2024,148,"23,859"
1579,Quickly getting Deals after their Debut: Fifth Generation Rookie K-pop Groups and their Endorsements,Original Content,Rika-go,02/13/2024,17,"5,206"
1580,BTOB's Hyunsik rolls out more underwater concept photos for his 2nd mini-album 'The Young Man and The Deep Sea',News,Sophie-Ha,02/13/2024,0,"1,812"
1581,"LUN8 confirm first comeback with ""BUFF""",News,A-Zeddeler,02/13/2024,0,"1,583"
1582,LE SSERAFIM fans are angry after discovering goods that only a Source Music staff member would have access to being sold online,News,Sophie-Ha,02/13/2024,3,"8,487"
1583,NCT WISH releases cute teaser image for their debut,News,Sophie-Ha,02/13/2024,3,"2,553"
1584,Tang Wei reveals the reason why she decided to appear in IU's upcoming music video,News,Sophie-Ha,02/13/2024,14,"8,772"
1585,BLACKPINK becomes the First K-Pop Female Artist to have two Silver-Certified Albums in the UK,News,MomoDancer,02/13/2024,12,"4,250"
1586,Brave Entertainment introduces the first member of Candy Shop,News,Sophie-Ha,02/13/2024,9,"9,543"
1587,NCT's Taeyong begins gearing up for his comeback with new teaser schedule for 2nd mini-album 'TAP',News,Sophie-Ha,02/13/2024,7,"2,166"
1588,TWICE members look angelic in white in the new concept photos for 'With YOU-th',News,Sophie-Ha,02/13/2024,9,"4,189"
1589,IU reveals magic candy shop in 'Shopper' MV teaser,Teaser,Germaine-Jay,02/13/2024,9,"3,330"
1590,"YG Entertainment expands global auditions, anticipation high for next generation stars",News,Alec06,02/13/2024,23,"6,689"
1591,Actress Han Ye Seul gives dating advice and talks about her own relationship,Misc,Germaine-Jay,02/13/2024,7,"3,699"
1592,"YoonA meets over 5,000 fans in Japan during her fan meeting tour",News,Alec06,02/13/2024,9,"4,029"
1593,BOYNEXTDOOR confirm comeback plans for April,News,Germaine-Jay,02/13/2024,7,"2,033"
1594,TRI.BE releases visual video for their 4th single 'Diamond',Teaser,Alec06,02/13/2024,2,"1,405"
1595,P Nation teases newest artist to join label in 'Who Am I' clip,Teaser,Germaine-Jay,02/13/2024,3,"3,967"
1596,'Peek-A-Boo' becomes Red Velvet's 3rd song to surpass 200 million streams on Spotify,News,Sofia-Sayson,02/13/2024,6,"1,784"
1597,EXO's Chen sings 'The Way to Love Me' for 'Doctor Slump' OST,Music Video,Germaine-Jay,02/13/2024,4,"2,344"
1598,Lee Hyori set to give a commencement speech at her former school,News,Alec06,02/13/2024,1,"1,966"
1599,Girls' Generation's YoonA to hold solo 'Yoonite' fan meeting in Manila next month,News,Sofia-Sayson,02/13/2024,3,"5,022"
1600,Teen Top's Niel reveals he's a lifelong single,News,Alec06,02/13/2024,2,"8,339"
1601,ALL(H)OURS drop intense 'WAO WAO' performance MV,Music Video,Germaine-Jay,02/13/2024,1,"1,345"
1602,BTS's producer Pdogg and weathercaster Kim Gayoung confirm their blossoming romance,News,Alec06,02/13/2024,13,"12,364"
1603,Super Junior's Siwon denies involvement in cryptocurrency scam,News,Germaine-Jay,02/13/2024,9,"6,987"
1604,Ex-B.A.P member Himchan files appeal against suspended sentence amid series of alarming offenses,News,Alec06,02/13/2024,8,"3,892"
1605,"J.Y. Park, Stray Kids, ITZY & NMIXX drop 'Like Magic' MV teaser",Teaser,Germaine-Jay,02/13/2024,18,"12,223"
1606,iKON's DK (Donghyuk) reveals stunning 'NAKSEO' mood film,Teaser,Germaine-Jay,02/13/2024,3,"1,256"
1607,BIBI casts a spell in 'Bam Yang Gang' MV,Music Video,Germaine-Jay,02/13/2024,2,"2,798"
1608,NCT's TEN gets wrapped up in mystery in 'Nightwalker' MV,Music Video,Germaine-Jay,02/13/2024,2,"3,297"
1609,Cha Eun Woo sheds tears for lost love in 'ENTITY' trailer,Teaser,Germaine-Jay,02/13/2024,2,"1,921"
1610,NiziU's mako and Rio unveil captivating choreography in latest video,Misc,Alec06,02/13/2024,1,"1,763"
1611,Rapper Nafla granted bail pending appeal in military service evasion case,News,EunhaYi,02/13/2024,2,"3,689"
1612,K-netizens react as criticism mounts against BoA's performance in 'Marry My Husband',News,EunhaYi,02/13/2024,36,"25,450"
1613,RIIZE's hit track 'Love 119' maintains strong position on music charts,News,EunhaYi,02/13/2024,2,"3,194"
1614,"ATEEZ's 'Crazy Form' MV surpasses 100 million views, setting new record for the group",News,EunhaYi,02/13/2024,3,"3,074"
1615,KBS unveils intense character poster for Kim Ha Neul in upcoming drama 'Let's Get Grabbed by the Collar',Dramas,EunhaYi,02/13/2024,1,"2,179"
1616,YG Entertainment collaborates with Japan's Avex for 'YG x avex Audition 2024' to discover next generation K-pop talent,News,EunhaYi,02/13/2024,18,"3,931"
1617,BLACKPINK's Lisa to make Hollywood debut in 'The White Lotus' season 3,News,EunhaYi,02/12/2024,119,"22,898"
1618,BOYNEXTDOOR reportedly making a comeback in April with highly anticipated new album,News,EunhaYi,02/12/2024,5,"3,102"
1619,JYP Entertainment's BOY STORY embarks on exciting first half of 2024 with new album and tour,News,EunhaYi,02/12/2024,2,"2,924"
1620,TXT's Taehyun makes generous contribution to celebrate his birthday,News,EunhaYi,02/12/2024,12,"2,761"
1621,HYBE's  new girl group I'LL-IT confirmed to make their official debut in March,News,EunhaYi,02/12/2024,21,"10,863"
1622,Viewers say 'Marry My Husband' was off to a strong start but continues to disappoint towards the end,News,Sophie-Ha,02/12/2024,24,"15,056"
1623,Former AOA member Yuna shares wedding pictorial with composer fiancé Kang Jeong Hoon,News,EunhaYi,02/12/2024,9,"13,842"
1624,Cha Eun Woo's riveting transformation unveiled in first stills for 'Wonderful World',Dramas,EunhaYi,02/12/2024,7,"5,743"
1625,'Ilgan Sports' announces inaugural 'Korea Grand Music Awards' to honor excellence in K-pop and trot,News,EunhaYi,02/12/2024,2,"2,100"
1626,An important moment happens between Park Min Young and Song Ha Yoon's relationship on episode 13 of 'Marry My Husband',News,Sophie-Ha,02/12/2024,5,"6,739"
1627,"K-netizens wonder how rookie boy group TWS beat IU's ""Love Wins All"" and broke her PAK streak",News,Sophie-Ha,02/12/2024,27,"16,942"
1628,"BoA conspires with Lee Yi Kyung, plotting against Park Min Young in the latest episode of 'Marry My Husband'",News,Sophie-Ha,02/12/2024,6,"4,829"
1629,(G)I-DLE's 'Queencard' hits 300 million views on YouTube,News,Sofia-Sayson,02/12/2024,6,"3,181"
1630,K-netizens react to a North Korean propaganda YouTube channel that tries to portray life in North Korea as pleasant,BUZZ News,Sophie-Ha,02/12/2024,58,"11,377"
1631,K-Pop Idols Fans want to receive Chocolates from for Valentine's Day,Original Content,ean1994,02/12/2024,5,"3,483"
1632,10 Love-Filled K-Pop Songs to Celebrate Valentine’s Day,Original Content,A-Nish,02/12/2024,9,"11,998"
1633,"K-netizens wonder why this 44-year-old former idol is being so cringe by posting a ""cute apology""",News,Sophie-Ha,02/12/2024,54,"53,838"
1634,Ham So Won denies rumors that her husband Jin Hua was kissing another man,News,Sophie-Ha,02/12/2024,41,"17,590"
1635,K-netizens talk about EXO Sehun's striking visuals as a kid that instantly caught the attention of SM talent scouts,News,Sophie-Ha,02/12/2024,9,"9,346"
1636,"IU, Taeyeon, and Lim Jae Hyun top Instiz chart for the second week of February 2024",News,GhostWriter,02/12/2024,1,"1,864"
1637,BTOB's Hyunsik exudes tranquil aura in the first concept photos for his 2nd mini-album 'The Young Man and The Deep Sea',News,Sophie-Ha,02/12/2024,0,"1,967"
1638,"Moon Byul is on the move in the new music video teaser for ""Touchin & Movin""",Teaser,Sophie-Ha,02/12/2024,5,"1,957"
1639,"Cyberwrecker YouTuber Sojang denies ever writing an apology letter and deposits 100 million KRW ﻿ (~75,260 USD) to suspend the court's decision",News,Sophie-Ha,02/12/2024,46,"10,226"
1640,"CHUU invites fans on a new sweet adventure with a teaser for her digital single ""Chocolate""",Teaser,Sophie-Ha,02/12/2024,3,"1,537"
1641,"ITZY celebrates their 5th anniversary with a self-made music video ""Sooo LUCKY""",Music Video,anonymous1215151,02/12/2024,5,"2,810"
1642,Brave Entertainment finally unveils their upcoming girl group Candy Shop,News,Sophie-Ha,02/12/2024,8,"3,981"
1643,LE SSERAFIM teases new music from their mini-album 'EASY' through their latest highlight medley teaser,Teaser,Sophie-Ha,02/12/2024,11,"2,704"
1644,"IU unveils cinematic music video teaser for ""Shh...(feat. HYEIN, Joe Won Sun, & Special Narr. -)"" starring actress Tang Wei",Teaser,Sophie-Ha,02/12/2024,4,"3,253"
1645,B1A4 Gongchan shares his struggle with starting travel,News,Alec06,02/12/2024,2,"5,238"
1646,Surprising celebrity family connections revealed among Korean stars,News,Alec06,02/12/2024,8,"23,341"
1647,"Noh Ju-hyeon reveals 'Descendants of the Sun' was filmed at his home, shares countryside living",News,Alec06,02/12/2024,0,"10,824"
1648,Chuu surprises fans with a new song release,News,Alec06,02/12/2024,8,"3,073"
1649,VANNER unleashes charismatic 'JACKPOT' performance video,Misc,Alec06,02/12/2024,2,"1,385"
1650,"Brave Entertainment's new girl group, Candy Shop, has unveiled its four members for the first time",Teaser,Alec06,02/12/2024,11,"6,295"
1651,P1Harmony releases dazzling relay dance video for 'Killin' It',Misc,Alec06,02/12/2024,2,"1,442"
1652,'12.12: The Day' producers to take strong action against illegal video leak,News,Alec06,02/12/2024,9,"4,512"
1653,A.C.E drops teaser ahead of upcoming project,Teaser,Alec06,02/12/2024,3,"1,345"
1654,New girl group UNIS attracts attention for their alluring visuals,Photos,A0tonti,02/12/2024,45,"15,040"
1655,Cha Eun Woo unveils deep narrative in 'ENTITY' teasers ahead of solo debut,News,Alec06,02/12/2024,1,"3,644"
1656,Seolhyun charms with real-life adventures and preps for Disney+ debut in 'Lighting Shop',News,Alec06,02/12/2024,3,"5,037"
1657,"Xikers triumphantly concludes debut European tour, preps for March comeback",News,Alec06,02/12/2024,2,"2,489"
1658,"'A Killer Paradox' secures global rank 4 on Netflix, leads in 11 countries",News,Alec06,02/12/2024,13,"8,733"
1659,LE SSERAFIM captivates global audience with literary-inspired music in upcoming mini-album,News,Alec06,02/12/2024,5,"6,167"
1660,Lee Do Hyun's unstoppable rise: From military hiatus to screen dominance,News,Alec06,02/12/2024,8,"14,163"
1661,'Star Wars: The Acolyte' starring Lee Jung Jae set for summer release on Disney+,News,Alec06,02/11/2024,5,"3,765"
1662,Female-led 'cider narratives' dominate TV: Empowering revenge and justice tales gain popularity,News,Alec06,02/11/2024,5,"4,326"
1663,NCT 127 radiates unstoppable charm behind masks at Incheon airport arrival,News,Alec06,02/11/2024,0,"2,712"
1664,BLACKPINK embarks on full-fledged solo activities... 'Separately yet together',News,Alec06,02/11/2024,41,"16,504"
