,title,category,author_name,dates,num comments,num views,PER,LOC,ORG,MISC,group_PER,group_ORG,group_MISC,group_title_a,final_group
295,VCHA are all smiles in 'Only One' performance video teaser,Teaser,Germaine-Jay,03/06/2024,2,"1,699",,,,Only One,,,,VCHA,VCHA
296,STAYC unveils ‘TEENFRESH’ world tour DVD highlights,Misc,Alec06,03/06/2024,1,"1,286",,,STAYC,,,STAYC,,STAYC,STAYC
297,Koyote's Bbaek Ga reveals that he kept his brain tumor surgery a secret from his parents,News,EunhaYi,03/06/2024,4,"4,000","Koyote, Bbaek Ga",,,,KOYOTE,,,,KOYOTE
298,RIIZE to make April comeback and embark on global fan tour following smash hit 'Love 119',News,EunhaYi,03/06/2024,6,"2,968",,,RIIZE,Love 119,,RIIZE,,RIIZE,RIIZE
299,TEMPEST's Hwarang to temporarily suspend activities amid controversy being seen at a club,News,EunhaYi,03/06/2024,59,"15,457",,,"TEMPEST, Hwarang",,,TEMPEST,,TEMPEST,TEMPEST
300,"Queen of Tears' drama unveils star-studded OST lineup including Seventeen's BSS, Heize, Crush, and more",News,EunhaYi,03/06/2024,3,"13,785",,,"Seventeen, BSS, Heize, Crush",Queen of Tears,,SEVENTEEN,,,SEVENTEEN
301,BTS' 'Love Yourself: ﻿Tear' surges back onto the Billboard 200 chart,News,EunhaYi,03/06/2024,6,"3,737",,,"BT, Billboard",Love Yourself : Tear,,,,BTS,BTS
302,TWICE's Nayeon shines brightly at the Louis Vuitton FW24 Show during Paris Fashion Week,News,GhostWriter,03/06/2024,7,"10,369",Nayeon,,T,"Louis Vuitton FW24 Show, Paris Fashion Week",,,,TWICE,TWICE
303,Why fans want RIIZE to change their lightstick design before it's even officially released,News,Sophie-Ha,03/06/2024,10,"11,937",,,RIIZE,,,RIIZE,,,RIIZE
304,"BLACKPINK JISOO's ""ME"" becomes the Fastest Album by a Korean Female Soloist to surpass 500 Million Spotify streams",News,MomoDancer,03/06/2024,7,"1,923",,,,"ME, Fast, Album, Korean Female Soloist, Spotify",,,,BLACKPINK,BLACKPINK
305,BLACKPINK's Lisa commands the spotlight at the Louis Vuitton FW24 show in Paris,News,Sophie-Ha,03/06/2024,29,"23,636",Lisa,Paris,Louis Vuitton,FW24,,,W24,BLACKPINK,BLACKPINK
306,MAMAMOO's Whee In reveals stops for USA and European dates of 'Whee In The Mood - Beyond' tour,News,Luckymoomoo,03/06/2024,10,"3,555",,USA,MA,"Whee In, Whee In The Mood - Beyond",,,,MAMAMOO,MAMAMOO
307,"Girls' Day's Hyeri attracts unsolicited advances while traveling alone in Bangkok, Thailand",News,Sophie-Ha,03/06/2024,31,"23,698",Hyeri,"Bangkok, Thailand","Girls, Day",,,AGirls,,,AGirls
308,How K-netizens are reacting to SHINee's Taemin leaving SM Entertainment after 16 years,News,Sophie-Ha,03/06/2024,13,"12,583","SHINee, Taemin",,SM Entertainment,,SHINee,,,,SHINee
309,"Virtual boy group PLAVE surpasses 500,000 album sales for their album 'ASTERUM : 134-1'",News,Sophie-Ha,03/06/2024,30,"3,729",,,PLAVE,##UM,,PLAVE,,,PLAVE
310,Stray Kids' Felix makes his runway debut with a bang at the Louis Vuitton FW24 show in Paris,News,Sophie-Ha,03/06/2024,24,"27,598",Felix,Paris,"Stray Kids, Louis Vuitton",FW24,,Stray Kids,W24,,Stray Kids
311,MAMAMOO's Wheein set to release an OST for the film ﻿'The Last 10 Years',News,Luckymoomoo,03/06/2024,3,"2,426",Wheein,,"MA, ##O",The Last 10 Years,,,,MAMAMOO,MAMAMOO
312,Industry insider says Taemin's decision to leave SM was influenced by EXO's Baekhyun,Rumors,Sophie-Ha,03/06/2024,14,"20,873","Taemin, Baekhyun",,"SM, EXO",,,EXO,,,EXO
313,"The Boyz look sentimental in the new character clips for their 2nd Full Album, 'PHANTASY Pt.3: Love Letter'",Teaser,Sophie-Ha,03/06/2024,0,"1,197",,,The Boyz,PHANTASY Pt. 3 : Love Letter,,THE BOYZ,,,THE BOYZ
314,ILLIT continues to display their adorable innocent charms in the new concept photos for their debut album,News,Sophie-Ha,03/06/2024,66,"6,828",,,ILLIT,,,ILLIT,,ILLIT,ILLIT
315,SHINee's Key and Minho reported to have re-signed with SM Entertainment,Rumors,GhostWriter,03/06/2024,13,"13,013","SHINee, Key, Minho",,SM Entertainment,,SHINee,,,,SHINee
316,BLACKPINK's Jennie grabs attention with her stunning presence at Chanel's FW 24 Show during Paris Fashion Week,News,Sophie-Ha,03/06/2024,43,"27,483",Jennie,,Chanel,"FW 24 Show, Paris Fashion Week",,,,BLACKPINK,BLACKPINK
317,Apink's Namjoo captivates fans in 'Breeze' concept photos for her upcoming single album 'BAD',News,darkrunner,03/06/2024,2,"2,192","Apink, Namjoo",,,"Breeze, BAD",Apink,,,,Apink
318,BTS's SUGA announces the release of Agust D Tour 'D-Day' The Movie,Teaser,Sophie-Ha,03/05/2024,22,"4,985",,,"BT, SU",Agust D Tour ' D - Day ' The Movie,,,,BTS,BTS
319,Check out Highlight's 5th mini-album 'Switch On' highlight medley,Teaser,Sophie-Ha,03/05/2024,2,"1,670",,,Highlight,Switch On,,Highlight,,,Highlight
320,Red Velvet's Wendy unveils more teasers for her 2nd solo mini-album 'Wish You Hell',News,Sophie-Ha,03/05/2024,9,"2,896",Wendy,,Red Velvet,Wish You Hell,,Red Velvet,,,Red Velvet
321,ILLIT reveal adorable 'Super Real Me' concept film,Teaser,Germaine-Jay,03/05/2024,14,"2,242",,,,Super Real Me,,,,ILLIT,ILLIT
322,TXT reveal they're otherworldy princes in 'Minisode 3: TOMORROW' concept trailer,Teaser,Germaine-Jay,03/05/2024,5,"1,679",,,,Minisode 3 : TOMORROW,,,,TXT,TXT
323,DAY6 become puppets in 'Fourever' album preview film,Teaser,Germaine-Jay,03/05/2024,0,"1,295",Fourever,,,,,,,DAY6,DAY6
324,Oh My Girl's YooA reveals stunning track list for 'Borderline',News,Germaine-Jay,03/05/2024,2,"1,830",YooA,,,"Oh My Girl, Borderline",,,OH MY GIRL,,OH MY GIRL
325,LE SSERAFIM cast a shadow with dance in 'Smart' MV,Music Video,Germaine-Jay,03/05/2024,20,"3,823",,,,Smart,,,,LE SSERAFIM,LE SSERAFIM
326,RIIZE tease preview of official fan light stick,News,Germaine-Jay,03/05/2024,2,"3,598",,,RIIZE,,,RIIZE,,RIIZE,RIIZE
327,CRAVITY take 1st music show trophy for 'Love or Die' on 'The Show',News,Sofia-Sayson,03/05/2024,5,"2,552",,,,"Love or Die, The Show",,,,CRAVITY,CRAVITY
328,TWICE take you behind the scenes of 'One Spark' dance practice,Misc,Germaine-Jay,03/05/2024,1,"1,961",,,,One Spark,,,,TWICE,TWICE
329,SM Entertainment makes official statement on SHINee's contracts,News,Germaine-Jay,03/05/2024,14,"32,039",SHINee,,SM Entertainment,,SHINee,,,,SHINee
330,SHINee's Taemin rumored to be signing with controversial label Big Planet Made,Rumors,Germaine-Jay,03/05/2024,14,"23,125","SHINee, Taemin",,Big Planet Made,,SHINee,,,,SHINee
331,Daniel Henney features in Apink's Kim Nam Joo's upcoming solo single 'BAD',News,Alec06,03/05/2024,1,"3,505","Daniel Henney, Apink, Kim Nam Joo",,,##D,Apink,,,,Apink
332,VIXX's Leo signs exclusive contract with Big Boss Entertainment,News,EunhaYi,03/05/2024,3,"2,981",Leo,,"VIXX, Big Boss Entertainment",,CLEO,VIXX,,VIXX,VIXX
333,SHINee's Onew set to depart from SM Entertainment after Taemin,News,EunhaYi,03/05/2024,20,"37,677","SHINee, ##w, Taemin",,"One, SM Entertainment",,SHINee,,,,SHINee
334,SHINee's Taemin set to depart SM Entertainment after 16 years,News,EunhaYi,03/05/2024,48,"51,065","SHINee, Taemin",,SM Entertainment,,SHINee,,,,SHINee
335,Oh My Girl's YooA shines with elegance in 'OUTSIDE' concept photos for upcoming single 'Borderline',News,EunhaYi,03/05/2024,3,"2,110",YooA,,,"Oh My Girl, Borderline",,,OH MY GIRL,,OH MY GIRL
336,LE SSERAFIM's Kim Chae Won can't believe IU left a comment on her social media post,News,Sophie-Ha,03/05/2024,22,"14,149","Kim Chae Won, I",,,,,,,LE SSERAFIM,LE SSERAFIM
337,K-netizens say Red Velvet's Joy looks completely different in her latest photos,News,Sophie-Ha,03/05/2024,37,"27,170","Red Velvet, Joy",,,,Red Velvet,,,,Red Velvet
338,MAMAMOO's Hwa Sa receives mixed reactions for her underwear in bed photo,News,Sophie-Ha,03/05/2024,114,"32,231",Hwa Sa,,MA,,,,,MAMAMOO,MAMAMOO
339,The Boyz unveil new teaser photos for their 2nd full album 'Phantasy Pt. 3: Love Letter',News,Sophie-Ha,03/05/2024,0,"2,002",,,The Boyz,Phantasy Pt. 3 : Love Letter,,THE BOYZ,,,THE BOYZ
340,BLACKPINK's Lisa attends Taylor Swift's Eras Tour in Singapore as the two stars display their friendship backstage,News,Sophie-Ha,03/05/2024,37,"10,257","Lisa, Taylor Swift",Singapore,,Eras Tour,,,,BLACKPINK,BLACKPINK
341,BTS's Jin will be discharged from the military in just 100 days,News,Sophie-Ha,03/05/2024,24,"14,177",Jin,,BTS,,Jins,BTS,,BTS,BTS
342,DAY6 begins countdown with new schedule chart for 8th mini-album 'FOUREVER',News,Sophie-Ha,03/05/2024,6,"1,878",,,"DA, ##6",FOUREVER,,,,DAY6,DAY6
343,DAY6's Comeback Teaser sparks a Political Debate,News,Ankit-Negi,03/05/2024,40,"7,184",,,,Comeback Teaser,,,,DAY6,DAY6
344,"BIBI, IU, and TWS top Instiz chart for the final week of February 2024",News,GhostWriter,03/05/2024,4,"1,778",,,"BIBI, IU, TWS, Inst",##iz,,TWS,,,TWS
345,BTS's V releases promotion schedule for his digital single 'FRI(END)S',News,Sophie-Ha,03/05/2024,31,"5,654",,,BTS,,,BTS,,BTS,BTS
346,Red Velvet's Wendy returns to school in the latest teaser photos for her upcoming mini-album 'Wish You Hell',News,Sophie-Ha,03/05/2024,17,"5,859",Wendy,,Red Velvet,Wish You Hell,,Red Velvet,,,Red Velvet
347,NCT Dream update their social media to kick start preparations for their comeback,News,Sophie-Ha,03/05/2024,0,"2,677",,,NCT Dream,,,NCT Dream,,NCT,NCT Dream
348,"TXT members are princes from a fairytale in new teaser clips for their new EP, 'Minisode 3: TOMORROW'",Teaser,Sophie-Ha,03/04/2024,3,"1,970",,,,Minisode 3 : TOMORROW,,,,TXT,TXT
349,VIXX's LEO and Ken depart from Jellyfish Entertainment,News,Alec06,03/04/2024,7,"5,146","LEO, Ken",,"VIXX, Jellyfish Entertainment",,CLEO,VIXX,,VIXX,VIXX
350,"DAY6 unveils 'Fourever' trailer film, marking a return after 3 years",Teaser,Alec06,03/04/2024,0,"1,445",Four,,"DA, ##6",##ever,,,,DAY6,DAY6
351,Anton of RIIZE shares heartfelt reflection on performing at IU's concert,News,Alec06,03/04/2024,12,"12,582",Anton,,"RIIZE, IU",,,RIIZE,,,RIIZE
352,BTOB's Hyunsik drops 'Sunshine' MV teaser,Teaser,Alec06,03/04/2024,1,"1,585",Hyunsik,,BTOB,Sunshine,,BTOB,Sunshine,BTOB,BTOB
353,"IVE's official YouTube channel gets hacked, flooded with Elon Musk's 'SpaceX'",News,Alec06,03/04/2024,49,"13,533",Elon Musk,,"IVE, SpaceX",,,IVE,,IVE,IVE
354,LE SSERAFIM releases special performance video for ’Smart‘,Music Video,Alec06,03/04/2024,16,"3,237",,,,,,,,LE SSERAFIM,LE SSERAFIM
355,VCHA teases new single 'Only One' ahead of release,Teaser,Alec06,03/04/2024,2,"1,858",,,VCHA,Only One,,VCHA,,VCHA,VCHA
356,TREASURE to dazzle at the 'Asia Star Entertainer Awards 2024',News,Alec06,03/04/2024,3,"3,866",,,,Asia Star Entertainer Awards 2024,,,,TREASURE,TREASURE
357,Cube entertainment announces launch of new boy group NOWADAYS,News,Alec06,03/04/2024,17,"7,036",,,"Cube entertainment, NOWADAYS",,,NOWADAYS,,,NOWADAYS
358,"NCT WISH captures global attention with debut, spotlighted by major international media",News,Alec06,03/04/2024,3,"3,074",,,NCT WISH,,,NCT Wish,,NCT,NCT Wish
359,"TWICE tops billboard 200 with 'With YOU-th', sets new records in their 10th year",News,Alec06,03/04/2024,13,"5,087",,,TWICE,,,TWICE,,TWICE,TWICE
360,ILLIT's Minju draws attention for her eye-catching beauty as a rookie idol,News,Janie-Reign,03/04/2024,38,"9,126",Minju,,,,,,,ILLIT,ILLIT
361,TWICE's Nayeon steals the spotlight with her irresistible 'cat ear' look,News,Janie-Reign,03/04/2024,14,"10,953",Nayeon,,T,,,,,TWICE,TWICE
362,TXT(TOMORROW X TOGETHER) releases a new teaser for their next EP comeback,Teaser,Reza-Tiran,03/04/2024,3,"2,878",,,TXT,,,TXT,,TXT,TXT
363,RIIZE makes guest appearance at IU's concert and debuts new hairstyles signaling comeback,News,Janie-Reign,03/04/2024,9,"9,913",##U,,"RIIZE, I",,,RIIZE,,RIIZE,RIIZE
364,"BLACKPINK's ROSÉ and JISOO are the First Female Soloists to Surpass 900,000 Album Sales on Circle Chart",News,MomoDancer,03/04/2024,35,"4,750",,,"BL, ##INK, JISOO","Female, Sales, Circle Chart",,,,BLACKPINK,BLACKPINK
365,Oh My Girl's YooA dazzles in gorgeous concept photos for 1st single 'Borderline',News,Janie-Reign,03/04/2024,7,"3,294",YooA,,,"Oh My Girl, Borderline",,,OH MY GIRL,,OH MY GIRL
366,TWICE reveals smooth moving version choreography video for 'One Spark',Teaser,Janie-Reign,03/04/2024,5,"3,952",,,TWICE,One Spark,,TWICE,,TWICE,TWICE
367,"BTS's V (Kim Taehyung) to Release New Digital Single ""FRI(END)S"" on Friday, March 15",News,YeontanNews,03/03/2024,36,"8,349",Kim Taehyung,,BTS,New Digital Single,,BTS,,BTS,BTS
368,"LE SSERAFIM secures top spot on 'Inkigayo', bags fourth music show victory with NCT's Taeyong as special MC",News,Alec06,03/03/2024,30,"8,175",Taeyong,,NCT,Inkigayo,,NCT,,LE SSERAFIM,
369,Former Laboum's Yulhee reveals she's living alone after divorce,News,Alec06,03/03/2024,20,"26,596","Laboum, Yulhee",,,,LABOUM,,,,LABOUM
370,Supreme court favors distributor in SG Wannabe and SeeYa's royalty dispute,News,Alec06,03/03/2024,3,"4,291",SeeYa,,,SG Wannabe,SeeYa,,MSG Wannabe,,
371,VCHA unveils tracklist for 2nd single album 'Only One',News,Dani-Dee,03/03/2024,7,"2,849",,,VCHA,Only One,,VCHA,,VCHA,VCHA
372,NCT WISH unveils dance practice for debut single 'WISH',Misc,Dani-Dee,03/03/2024,0,"1,676",,,NCT WISH,WISH,,NCT Wish,,NCT,NCT Wish
373,RIIZE's 'Love 119' breaks its own best record by rising 10 spots on MelOn's monthly chart for February,News,Dani-Dee,03/03/2024,5,"2,638",MelOn,,RIIZE,Love 119,,RIIZE,,RIIZE,RIIZE
374,NCT WISH tops Japan's Oricon chart with debut song ‘WISH’,News,Dani-Dee,03/03/2024,0,"2,474",,Japan,Oricon,##T WISH,,,,NCT,NCT
375,"IU reveals alternate happy ending for 'Love Wins All' music video, starring BTS's V (Kim Taehyung), at her concert",News,YeontanNews,03/03/2024,23,"13,177","IU, Kim Taehyung",,BTS,Love Wins All,,BTS,,,BTS
376,PURPLE K!SS official Twitter account gets hacked?,News,Yaki-Jones,03/03/2024,7,"4,878",,,!,"K, Twitter",,,,PURPLE,PURPLE KISS
377,BLACKPINK's Jennie suffers a minor injury amid crowding at the airport,News,Yaki-Jones,03/03/2024,53,"22,626",Jennie,,BL,,,,,BLACKPINK,BLACKPINK
378,BLACKPINK's Lisa shows support for SHINee at SHINee's world tour stop in Singapore,News,Yaki-Jones,03/03/2024,18,"20,912","Lisa, SHINee, SHINee",Singapore,"BL, ##KPINK",,SHINee,,,BLACKPINK,
379,"From losing 20kg to daily manifestation, Swings shares his transformative life behind the scenes",Variety,Yaki-Jones,03/03/2024,3,"5,685",Swings,,,,WINGS,,,,WINGS
380,BigHit Music teases upcoming content for BTS's V (Kim Taehyung) in a surprise video,News,YeontanNews,03/02/2024,19,"9,701",Kim Taehyung,,"BigHit Music, BTS",,,BTS,,,BTS
381,Former GWSN's Miya drops bold concept photos for 'MIYAO' solo debut,News,Germaine-Jay,03/02/2024,9,"4,355",Miya,,GWSN,##YAO,,GWSN,,,GWSN
382,Kim Chung Ha reverses time in MV teaser for 'EENIE MEENIE' feat. ATEEZ' Hongjoong,Teaser,Germaine-Jay,03/02/2024,4,"3,276","Kim Chung Ha, ATEEZ, Hongjoong",,,,ATEEZ,,,,ATEEZ
383,"SPOILER 'Immortal Song' reveals TVXQ special feat. Red Velvet's Irene & Seulgi, ONF, ZEROBASEONE & more",Variety,Germaine-Jay,03/02/2024,7,"5,358","Irene, Seulgi",,"TVXQ, Red Velvet, ON",Immortal Song,,TVXQ!,,,TVXQ!
384,Red Velvet's Seulgi talks about what it took to get recruited by SM Entertainment,News,Germaine-Jay,03/02/2024,16,"13,160",Seulgi,,"Red Velvet, SM Entertainment",,,Red Velvet,,,Red Velvet
385,HORI7ON take their live streams to the city in 'LUCKY' MV,Music Video,Germaine-Jay,03/02/2024,7,"2,878",,,HORI7ON,,,HORI7ON,,HORI7ON,HORI7ON
386,LE SSERAFIM win #1 + Performances from March 2nd 'Show! Music Core'!,News,Germaine-Jay,03/02/2024,15,"4,225",,,,Show! Music Core,,,,LE SSERAFIM,LE SSERAFIM
387,Netizens express concern as fans crowd too close around ITZY's vehicle with the door still open,News,Susan-Han,03/02/2024,13,"9,188",ITZY,,,,ITZY,,,,ITZY
388,"Kim Sungjoo of idol group UNIQ confirms that he is married & has a son, apologizes for keeping it a secret",News,Susan-Han,03/02/2024,33,"29,254",Kim Sungjoo,,UNIQ,,,UNI,,,UNIS
389,CIX announce 3rd tour '0 or 1' in North America,News,Sofia-Sayson,03/02/2024,2,"2,744",,North America,CIX,,,CIX,,CIX,CIX
390,RIIZE to perform at music festival 'Tecate Emblema 2024' in Mexico,News,Susan-Han,03/02/2024,3,"3,516",,Mexico,,Tecate Emblema 2024,,,,RIIZE,RIIZE
391,Aespa's Giselle displays her beauty at the Loewe FW24 show for Paris Fashion Week,News,Sophie-Ha,03/02/2024,12,"8,785","Aespa, G",Loew,,"##iselle, ##e FW24, Paris Fashion Week",aespa,,,,aespa
392,Netizens say they're getting NewJeans vibes from HYBE's new girl group ILLIT,News,Sophie-Ha,03/02/2024,92,"17,616",,,"HYBE, ILLIT",New,,ILLIT,,,ILLIT
393,MAMAMOO's Moonbyul receives praise for her live vocals during 'TOUCHIN&MOVIN' promotions,Original Content,Luckymoomoo,03/02/2024,24,"5,332",Moonbyul,,MAMAMOO,##UCHIN & MOVIN,,MAMAMOO,,MAMAMOO,MAMAMOO
394,K-netizens have mixed reactions to Seventeen's S.Coup receiving exemption from his mandatory military service duties,News,Sophie-Ha,03/02/2024,184,"35,756","Seventeen, S. Coup",,,,SEVENTEEN,,,,SEVENTEEN
395,ENHYPEN's Ni-Ki issues an apology for his comment about the March 1st Independence Movement Day,News,Sophie-Ha,03/02/2024,19,"6,732",Ni - Ki,,,1st Independence Movement Day,,,,ENHYPEN,ENHYPEN
396,"LE SSERAFIM is now receiving criticism for their ""encore recorder performance"" on KBS's 'Music Bank'",News,Sophie-Ha,03/02/2024,129,"55,355",,,"KBS, Music Bank",,,,,LE SSERAFIM,LE SSERAFIM
397,‘SOLO’ by BLACKPINK's JENNIE becomes the First Music Video by a K-pop Female Soloist to hit 1 Billion views on YouTube,News,Blink-News,03/02/2024,18,"3,892",,,BLACKPINK,"##ENNI, First Music Video, K - pop Female Soloist",,BLACKPINK,,,BLACKPINK
398,TRI.BE's Songsun receiving attention for her striking resemblance to Girls' Generation's Yuri,News,Sophie-Ha,03/02/2024,22,"6,331","Songsun, Yuri",,"TR, BE, Girls ' Generation",,,Girls' Generation,,,Girls' Generation
399,Stray Kids' Bang Chan reveals stunning MV for 'Eternity',Music Video,Germaine-Jay,03/01/2024,6,"3,591",Bang Chan,,Stray Kids,Eternity,,Stray Kids,,,Stray Kids
400,HORI7ON trek through the city in 'LUCKY' MV teaser,Teaser,Germaine-Jay,03/01/2024,8,"2,972",,,H,,,,,HORI7ON,HORI7ON
401,LE SSERAFIM win #1 + Performances from March 1st 'Music Bank'!,News,Germaine-Jay,03/01/2024,17,"5,375",,,,Music Bank,,,,LE SSERAFIM,LE SSERAFIM
402,TWICE's 'With YOU-th' sells over 1 million copies in its 1st week of release,News,Sofia-Sayson,03/01/2024,10,"4,062",,,TWICE,,,TWICE,,TWICE,TWICE
403,"BTOB announce solo fan concert in Manila, set to take place in April",News,Sofia-Sayson,03/01/2024,4,"6,129",,Manila,BTOB,,,BTOB,,BTOB,BTOB
404,"Watch 'Music Bank' Live feat. TWICE, LE SSERAFIM, NCT's Taeyong & more!",Live,Germaine-Jay,03/01/2024,1,"1,680","TWICE, LE SSERAFIM, NCT ' s Taeyong",,,Music Bank ' Live,TWICE,,,,TWICE
405,"VCHA announce their second single, 'Only One'",News,Susan-Han,03/01/2024,6,"3,143",,,VCHA,Only One,,VCHA,,VCHA,VCHA
406,Former NU'EST member Aron draws criticism for the steep price of his special fan event,News,Susan-Han,03/01/2024,25,"7,496",Aron,,NU ' EST,,ARGON,NU'EST,,,NU'EST
407,Brave Entertainment's new girl group Candy Shop to debut at the end of March,News,Susan-Han,03/01/2024,13,"4,072",,,"Brave Entertainment, Candy Shop",,,Candy Shop,,,Candy Shop
408,Witness the dynamic chemistry between BTS's V & Jackie Chan in new 'SimInvest' CF,CF,Susan-Han,03/01/2024,36,"15,858",Jackie Chan,,"BTS, SimInvest",,,BTS,,,BTS
409,TREASURE members show unease as they find themselves in unfamiliar territory on new romance survival show 'Shining SOLO',Variety,Susan-Han,03/01/2024,9,"6,316",,,,Shining SOLO,,,,TREASURE,TREASURE
410,Seventeen's S.Coups reportedly declared exempt from mandatory military service after knee surgery,News,Susan-Han,03/01/2024,105,"31,154","Seventeen, S. Coups",,,,SEVENTEEN,,,,SEVENTEEN
411,BTS's J-Hope continues to thrive in his mandatory military service,News,Sophie-Ha,03/01/2024,9,"8,862",J - Hope,,BT,,,,,BTS,BTS
412,ENHYPEN's Jake buys a lucky fan perfume at the Prada store,News,Sophie-Ha,03/01/2024,3,"8,762",Jake,,Prada,,,,,ENHYPEN,ENHYPEN
413,BLACKPINK's LISA becomes the Fastest K-pop Female Soloist To Surpass 2 Billion Streams on Spotify,News,Real-Kpop-News,03/01/2024,19,"3,370",,,BL,"Fast, K - pop Female Soloist, Surpass 2 Billion Streams, Spotify",,,,BLACKPINK,BLACKPINK
414,RIIZE's Wonbin reveals the reason why he wanted to give up when he first entered SM,News,Sophie-Ha,03/01/2024,10,"7,586",Wonbin,,"RI, SM",,,,,RIIZE,RIIZE
415,ENHYPEN's Ni-Ki receives backlash for his comment about the March 1st Independence Movement Day,News,Sophie-Ha,03/01/2024,75,"17,663",Ni - Ki,,,1st Independence Movement Day,,,,ENHYPEN,ENHYPEN
416,TWICE's Jihyo reveals what got trainees kicked from JYP Entertainment,Misc,Germaine-Jay,02/29/2024,25,"22,989",Jihyo,,"T, JYP Entertainment",,,,,TWICE,TWICE
417,YOUNG POSSE to make a comeback in March,News,Germaine-Jay,02/29/2024,7,"2,183",,,YOUNG POSSE,,,YOUNG POSSE,,YOUNG POSSE,YOUNG POSSE
418,LE SSERAFIM win #1 + Performances from February 29th 'M! Countdown'!,News,Germaine-Jay,02/29/2024,8,"3,409",,,,M! Countdown,,,,LE SSERAFIM,LE SSERAFIM
419,Former Oh My Girl's JinE apologizes for post about aespa's Karina & Lee Jae Wook dating,News,Germaine-Jay,02/29/2024,76,"49,087","JinE, Karina, Lee Jae Wook",,Oh My Girl,,,OH MY GIRL,,,OH MY GIRL
420,Big Bang's Daesung reveals emotional 'Falling Slowly' MV teaser starring Kim Seon Ho & Moon Ga Young,Teaser,Germaine-Jay,02/29/2024,6,"5,377","Daesung, Kim Seon Ho, Moon Ga Young",,Big Bang,Falling Slowly,,BIGBANG,,,BIGBANG
421,"B1A4's Sandeul, Oh My Girl's Hyojung & ONF's Hyojin team up as 'HELLO! WM_V' for '366 Days' special MV",Music Video,Germaine-Jay,02/29/2024,0,"1,527","Sandeul, ##oju, Hyojin",,"B1A4, ONF","Oh My Girl ' s Hy, ##ng, 366 Days",,B1A4,,B1A4,B1A4
422,Viral dedicated fan of NCT's Taeyong continues to promote his song 'TAP',News,Sophie-Ha,02/29/2024,14,"4,256",Taeyong,,NCT,,,NCT,,,NCT
423,"Korean netizens slam NCT's Taeyong for his comeback MV, telling him to 'go to Japan'",News,Susan-Han,02/29/2024,51,"16,621",Taeyong,Japan,NCT,,,NCT,,,NCT
424,NCT's Jaehyun & Lee Chae Min in talks to lead new drama 'I Trust You',Dramas,Susan-Han,02/29/2024,4,"5,436","Jaehyun, Lee Chae Min",,NCT,I Trust You,,NCT,,NCT,NCT
425,VAV members choose to part ways with Ateam Entertainment,News,Susan-Han,02/29/2024,2,"8,179",,,Ateam Entertainment,,,,,VAV,VAV
426,LUN8 reveal preppy concept photos for 2nd mini album 'BUFF',News,Susan-Han,02/29/2024,0,"1,163",,,L,BUFF,,,,LUN8,LUN8
427,"Boy group TFN revealed to have disbanded, members have gone their separate paths",News,Susan-Han,02/29/2024,13,"10,991",,,TFN,,,TFN,,,TFN
428,Project girl group UNIS announces official debut date,News,Susan-Han,02/29/2024,28,"14,477",,,UNIS,,,UNI,,,UNIS
429,The reason for this RIIZE Wonbin fan account shutting down has fans laughing,News,Sophie-Ha,02/29/2024,6,"7,462",Wonbin,,RIIZE,,,RIIZE,,,RIIZE
430,ITZY members look stunning at the Courreges FW24 show for 2024 Paris Fashion Week,News,Sophie-Ha,02/29/2024,19,"6,567",,Courreges,,"##24, Paris Fashion Week",,,,ITZY,ITZY
431,"NCT's Taeyong thanks fans after his track ""TAP"" enters Melon's TOP 100",News,Sophie-Ha,02/29/2024,2,"1,925",Taeyong,,"NC, Melon",##P,,,,NCT,NCT
432,Apink's Namjoo reveals track list for 'BAD' solo single,News,Germaine-Jay,02/28/2024,3,"1,820",Namjoo,,Apink,,,Apink,,,Apink
433,BTS' j-hope takes his dance to the streets in 'Hope on the Street' docu series trailer,Teaser,Germaine-Jay,02/28/2024,11,"3,620",,,,Hope on the Street,,,,BTS,BTS
434,Oh My Girl's YooA drops striking mood sampler for 'Borderline',Teaser,Germaine-Jay,02/28/2024,5,"1,778",YooA,,,"Oh My Girl, Borderline",,,OH MY GIRL,,OH MY GIRL
435,RESCENE drops dazzling teaser for pre-pelease track 'YoYo',Teaser,Alec06,02/28/2024,1,"1,374",,,"RE, ##ENE",YoYo,,,,RESCENE,RESCENE
436,Big Bang's Daesung reveals 'Falling Slowly' MV teaser posters feat. Kim Seon Ho & Moon Ga Young,News,Germaine-Jay,02/28/2024,8,"3,588","Daesung, Kim Seon Ho, Moon Ga Young",,Big Bang,Falling Slowly,,BIGBANG,,,BIGBANG
437,MAMAMOO's Moon Byul drop 'Think About' performance MV,Music Video,Germaine-Jay,02/28/2024,4,"1,753",Moon Byul,,,Think About,,,,MAMAMOO,MAMAMOO
438,"Virtual group PLAVE's latest album sells more than 220,000 copies on the 1st day of release",News,Sofia-Sayson,02/28/2024,14,"3,972",,,PLAVE,,,PLAVE,,,PLAVE
439,LE SSERAFIM take home 1st music show win for 'EASY' on 'Show Champion',News,Sofia-Sayson,02/28/2024,9,"3,018",,,,Show Champion,,,,LE SSERAFIM,LE SSERAFIM
440,Former The Wind's Shin Jaewon terminates contract with With Us Entertainment,News,Germaine-Jay,02/28/2024,0,"3,929",Shin Jaewon,,"The Wind, With Us Entertainment",,,The Wind,,,The Wind
