,title,category,author_name,dates,num comments,num views,entity_model1,ent_word_model1,nouns_model2
1364,X:IN take a 180 degree turn in teaser photos for 2nd mini album 'The Real',News,Jia-Lin,02/18/2024,3,"2,754","ORG, ORG, MISC","X, IN, The Real","degree, turn, teaser, photos, album, Real"
1365,IVE transform into Girl Scouts in group concept photos for 3rd official fan club 'DIVE',News,Jia-Lin,02/18/2024,42,"7,296",ORG,Girl Scouts,"IVE, Girl, Scouts, group, concept, photos, fan, club, DIVE"
1366,Singer Youngtak signs exclusive contract with ABYSS Company,News,Jia-Lin,02/18/2024,1,"2,884","PER, ORG","Singer Youngtak, ABYSS Company","Singer, Youngtak, contract, Company"
1367,AleXa is all goth in concept photos for 'Sick',News,Jia-Lin,02/18/2024,6,"3,485","ORG, PER, MISC","Ale, ##Xa, Sick","AleXa, goth, concept, photos"
1368,"IU wins #1 on 'Inkigayo' + Performances from NCT's Ten, P1Harmony, BIBI and more!",News,Jia-Lin,02/18/2024,4,"4,247","MISC, ORG, MISC, MISC, ORG, MISC","Inkigayo, NCT, Ten, P1Harmony, B, ##IBI","IU, Performances, BIBI"
1369,"""She could play piano with them!"" Lee Byung Hun's wife Lee Min Jung shares adorable photo of infant daughter's long toes",News,Dani-Dee,02/18/2024,13,"9,300","PER, PER","Lee Byung Hun, Lee Min Jung","piano, Lee, Byung, Hun, wife, Lee, Min, Jung, shares, photo, infant, daughter, toes"
1370,"""Just seeing her makes me smile,"" Former Wonder Girls members Lim and Sunye boast their long-lasting friendship",News,Dani-Dee,02/18/2024,5,"4,728","ORG, PER, PER","Wonder Girls, Lim, Sunye","Wonder, Girls, members, friendship"
1371,Original 'Zombieverse' cast member Dex to return for season 2,News,Dani-Dee,02/18/2024,11,"6,019","MISC, PER","Zombieverse, Dex","cast, member, season"
1372,Multilingual idol NCT's TEN reveals which language he speaks to his cats with in new W Korea video,Misc,Dani-Dee,02/18/2024,5,"5,571","ORG, ORG, LOC, MISC","NCT, TEN, W, Korea","idol, reveals, language, cats, video"
1373,BTS's J-Hope celebrates 30th birthday by visiting fans' celebratory banners and billboards in Seoul,News,Dani-Dee,02/18/2024,5,"5,967","ORG, ORG, LOC","BTS, J - Hope, Seoul","J, -, Hope, birthday, fans, banners, billboards"
1374,Jungkook becomes K-pop solo artist with the longest-running streak on Spotify's Top Albums Global chart,News,Dani-Dee,02/18/2024,8,"7,181","PER, MISC, MISC","Jungkook, Spotify, Top Albums Global","K, pop, solo, artist, streak, Top, Albums, Global, chart"
1375,"Taeyeon, BLACKPINK's Jennie, and TWICE's Jihyo top February's individual K-Pop female idol brand value rankings",News,Dani-Dee,02/18/2024,20,"10,649","PER, ORG, PER, ORG, PER, ORG","Taeyeon, BLACKPINK, Jennie, TWICE, Jihyo, K - Pop","top, February, K, Pop, idol, brand, value"
1376,"BLACKPINK JENNIE's “One Of The Girls"" becomes the First Song by a K-pop Act to reach 200 Million Streams on Spotify in 2024",News,Pop-Superstars,02/18/2024,36,"4,338","MISC, MISC, MISC, MISC","“ One Of The Girls, First Song by a K - pop Act, Million Streams, Spotify","BLACKPINK, JENNIE, Girls, First, Song, K, pop, Act, Streams"
1377,"Honey Lee's 'Knight Flower' ends with a bang with 18.4 % viewership rating, surpassing 'The Red Sleeve'",News,Yaki-Jones,02/18/2024,8,"10,987","PER, MISC, MISC","Honey Lee, Knight Flower, The Red Sleeve","Honey, Lee, Knight, Flower, bang, %, viewership, rating, Red, Sleeve"
1378,Fan who was on a video call with ZEROBASEONE's Kim Ji Woong questions Wake One Entertainment's statements,News,Yaki-Jones,02/18/2024,121,"25,300","ORG, PER, ORG","Z, Kim Ji Woong, Wake One Entertainment","Fan, video, call, ZEROBASEONE, Kim, Ji, Woong, questions, Entertainment, statements"
1379,Former AOA member Yuna to tie the knot later today,News,Yaki-Jones,02/18/2024,11,"16,344","ORG, PER","AOA, Yuna","member, knot, today"
1380,"From NS Yoon G to Hollywood, actress Kim Yun Jee opens up about her Hollywood debut",Misc,Yaki-Jones,02/18/2024,7,"6,256","PER, LOC, PER, LOC","NS Yoon G, Hollywood, Kim Yun Jee, Hollywood","NS, Yoon, G, actress, Kim, Yun, Jee, debut"
1381,Netizens react to news of The Givers CEO Ahn Sung Il being sent to prosecution in FIFTY FIFTY poaching case,News,Yaki-Jones,02/18/2024,20,"10,330","ORG, PER","The Givers, Ahn Sung Il","Netizens, news, Givers, CEO, Ahn, Sung, Il, prosecution, poaching, case"
1382,"Brian reveals his project of building a giant mansion with a pool, gym, and theater",Variety,Yaki-Jones,02/18/2024,5,"4,777",PER,Brian,"project, mansion, pool, gym, theater"
1383,Dara reacts to Big Bang's Daesung choosing 2NE1 as the lowest contributor to YG Entertainment,News,Yaki-Jones,02/18/2024,104,"127,908","PER, ORG, ORG, ORG, ORG","Dara, Big Bang, Daesung, 2NE1, YG Entertainment","reacts, Big, Bang, contributor, YG, Entertainment"
1384,Zico apologizes for creating the 'Dance Challenge' trend,News,Yaki-Jones,02/18/2024,52,"59,006","PER, MISC","Zico, Dance Challenge","Dance, Challenge, trend"
1385,BTS j-hope's new documentary and OST album set for release soon,Teaser,Yaki-Jones,02/17/2024,20,"5,099",ORG,BTS j - hope,"BTS, j, hope, documentary, OST, album, release"
1386,MAMAMOO's Moon Byul reveals preview of 'Starlit of Muse' in highlight medley,Teaser,Germaine-Jay,02/17/2024,4,"1,479","ORG, PER, MISC","MA, Moon Byul, Starlit of Muse","MAMAMOO, Moon, Byul, preview, Starlit, Muse, highlight, medley"
1387,NCT's Taeyong lays around in 'Looking for TY' teaser clip & 'TAP' teaser images,Teaser,Germaine-Jay,02/17/2024,3,"1,657","ORG, PER, MISC","NCT, Taeyong, Looking for TY","TY, teaser, clip, TAP, teaser, images"
1388,A.C.E reveal 'My Girl' MV teaser feat. Donghun,Teaser,Germaine-Jay,02/17/2024,1,"1,337","ORG, MISC, PER","A. C. E, My Girl, Donghun","A.C.E, Girl, MV, teaser, feat"
1389,TWS take over school in 'BFF' MV,Music Video,Germaine-Jay,02/17/2024,3,"2,239",ORG,TWS,"school, BFF, MV"
1390,LE SSERAFIM make it look 'EASY' in latest MV teaser,Teaser,Germaine-Jay,02/17/2024,12,"4,611",,,"LE, SSERAFIM, EASY, MV, teaser"
1391,"Park Hyungsik spends fun night with fans, talks 'Doctor Slump' during 'SIKcret Time' fan meeting in Manila",News,Sofia-Sayson,02/17/2024,0,"3,482","PER, MISC, MISC, LOC","Park Hyungsik, Doctor Slump, SIKcret Time, Manila","Park, Hyungsik, night, fans, Doctor, Slump, SIKcret, Time, fan, meeting"
1392,Former SECRET's Ji Eun & YouTuber Park Wi open up about their love story,News,Germaine-Jay,02/17/2024,15,"15,175","PER, PER","Ji Eun, Park Wi","SECRET, Ji, Eun, YouTuber, Park, Wi, love, story"
1393,ALL(H)OURS reveal making of 'GOTCHA' MV,Misc,Germaine-Jay,02/17/2024,1,881,ORG,ALL ( H ) OURS,"ALL(H)OURS, making, GOTCHA, MV"
1394,BTOB's Hyunsik sings 'La Mar' by foggy sea in live performance video,Misc,Germaine-Jay,02/17/2024,1,"1,874","ORG, ORG, PER, MISC","BT, ##B, Hyunsik, La Mar","BTOB, sings, La, Mar, sea, performance, video"
1395,Taeyang's 'VIBE (feat. Jimin)' hits 200 million streams on Spotify,News,Sofia-Sayson,02/17/2024,8,"2,573","PER, MISC, PER, MISC","Taeyang, VIBE, Jimin, Spotify","feat, streams"
1396,SPOILER Song Ha Yoon's acting in dramatic 'Marry My Husband' scene goes viral,News,Germaine-Jay,02/17/2024,38,"33,747","PER, MISC","Song Ha Yoon, Marry My Husband","SPOILER, Song, Ha, Yoon, acting, Marry, Husband, scene"
1397,IU wins #1 + Performances from February 17th 'Show! Music Core'!,News,Germaine-Jay,02/17/2024,6,"3,980",MISC,Show! Music Core,"IU, Performances, February, 17th, Show, Music, Core"
1398,ZEROBASEONE's Kim Ji Woong personally addresses fans about his recent cursing controversy,News,Susan-Han,02/17/2024,14,"14,646",PER,Kim Ji Woong,"ZEROBASEONE, Kim, Ji, Woong, fans, cursing, controversy"
1399,A.C.E channel old school vibes in 'My Girl : 'My Choice'' season 3 photos,News,Susan-Han,02/17/2024,0,"1,662",MISC,My Girl : ' My Choice,"channel, school, vibes, Girl, Choice, season, photos"
1400,Ghost9's Lee Jin Woo garners attention for his resemblance to Song Joong Ki + Lee Min Ho in his new profile photos,News,Susan-Han,02/17/2024,4,"5,586","ORG, PER, PER, PER","Ghost9, Lee Jin Woo, Song Joong Ki, Lee Min Ho","Lee, Jin, Woo, attention, resemblance, Song, Joong, Ki, Lee, Min, Ho, profile, photos"
1401,IU reveals her unique habit of sitting at her dining table for 6~7 hours a day on her days off,News,Susan-Han,02/16/2024,23,"17,438",PER,IU,"habit, dining, table, hours, day, days"
1402,Watch ENHYPEN perform BTS's 'I Need U' for 'K-Pop ON! First Crush',Misc,Susan-Han,02/16/2024,11,"5,494","ORG, MISC, MISC","BT, I Need U, K - Pop ON! First Crush","ENHYPEN, perform, BTS, U, K, Pop, ON, First, Crush"
1403,"Stream Now: AfreecaTV's 'MY STAGE' Music Show - Featuring TRENDZ, LIMELIGHT, OMEGA X, and OnlyOneOf!",News,allkfob.KG,02/16/2024,0,"1,413","MISC, ORG, MISC, ORG, MISC, PER, PER, PER, ORG","Now, Af, ##reeca, ##TV, MY STAGE ' Music Show, TRENDZ, LIMELIGHT, OMEGA X, OnlyOneOf!","Stream, AfreecaTV, MY, STAGE, Music, Show, Featuring, OMEGA, X, OnlyOneOf"
1404,"According to 'Dispatch', the Korea Forensic Service has concluded that the curse word 'ssibal' was not spoken by ZEROBASEONE member Kim Ji Woong",News,Susan-Han,02/16/2024,69,"38,710","ORG, ORG, PER","Korea Forensic Service, Z, Kim Ji Woong","Dispatch, Korea, Forensic, Service, curse, word, ssibal, ZEROBASEONE, member, Kim, Ji, Woong"
1405,Kyuhyun once again coolly thanks SM Entertainment for getting him double eyelid surgery,Variety,Susan-Han,02/16/2024,5,"8,414","PER, ORG","Kyuhyun, SM Entertainment","thanks, SM, Entertainment, surgery"
1406,Thunder & Mimi reveal picturesque wedding photos taken in Bali,News,Susan-Han,02/16/2024,12,"19,709","ORG, LOC","Thunder & Mimi, Bali","Thunder, Mimi, wedding, photos"
1407,"RIIZE's Wonbin tops individual male K-Pop idol brand value rankings for February, followed by Cha Eun Woo, Anton, & more",News,Susan-Han,02/16/2024,14,"6,894","ORG, PER, ORG, PER, PER","RI, Wonbin, K - Pop, Cha Eun Woo, Anton","RIIZE, male, K, Pop, idol, brand, value, rankings, February, Cha, Eun, Woo"
1408,Rain says he wants to create opportunities for aspiring singers and actors through auditions,News,Sophie-Ha,02/16/2024,42,"8,475",PER,Rain,"opportunities, singers, actors, auditions"
1409,Song Hye Kyo reveals the scene of the script reading for 'The Nuns',News,Sophie-Ha,02/16/2024,1,"5,453","PER, MISC","Song Hye Kyo, The Nuns","Song, Hye, Kyo, scene, script, Nuns"
1410,Why is IU so popular and successful every comeback?,Discussions,Sophie-Ha,02/16/2024,40,"19,624",ORG,IU,comeback
1411,The secret to the uncanny resemblance between Son Suk Goo and his child actor in 'A Killer Paradox' revealed,News,Sophie-Ha,02/16/2024,15,"17,645","PER, MISC","Son Suk Goo, A Killer Paradox","secret, resemblance, Son, Suk, Goo, child, actor, Killer, Paradox"
1412,Jürgen Klinsmann fired as coach from the South Korean national soccer team,BUZZ News,Sophie-Ha,02/16/2024,42,"24,338","PER, ORG, ORG","Jürgen Klinsmann, South Korean, soccer","Jürgen, Klinsmann, coach, team"
1413,UEE reveals her flawless abs in a recent pictorial,News,Sophie-Ha,02/16/2024,12,"7,162",PER,UEE,"abs, pictorial"
1414,The person who brought Bruno Mars and many other famous artists to Korea expresses regret over the missed opportunity to bring Taylor Swift's tour to South Korea,News,Sophie-Ha,02/16/2024,15,"13,195","PER, LOC, PER, LOC","Bruno Mars, Korea, Taylor Swift, South Korea","person, Bruno, Mars, artists, regret, opportunity, Taylor, Swift, tour, South"
1415,A look at IVE’s dominance on the Charts with their Perfect All-Kill Triumphs,Original Content,Rika-go,02/16/2024,22,"5,896","ORG, MISC","IV, Perfect All - Kill Triumphs","look, IVE, dominance, Charts, Perfect, All, Kill, Triumphs"
1416,Daesung expresses his affection for Big Bang members G-Dragon and Taeyang,News,Sophie-Ha,02/16/2024,16,"10,198","PER, ORG, PER, PER","Daesung, Big Bang, G - Dragon, Taeyang","affection, Big, Bang, members, G, Dragon"
1417,Son Heung Min struggles to hold a pen for an autograph after his injury,BUZZ News,Sophie-Ha,02/16/2024,17,"16,302",PER,Son Heung Min,"Son, Heung, Min, pen, autograph, injury"
1418,If you're a fan of “A Killer Paradox” - Here Are 5 Thrilling K-Dramas to Watch,Original Content,ean1994,02/16/2024,10,"4,890","MISC, MISC","A Killer Paradox, Here Are 5 Thrilling K - Dramas to Watch","fan, A, Killer, Paradox, Thrilling, K, Dramas"
1419,"""Welcome to SM,"" K-netizens think RIIZE Anton's younger brother has immense idol potential",News,Sophie-Ha,02/16/2024,12,"11,702","ORG, PER","SM, ##E Anton","K, netizens, RIIZE, Anton, brother, idol, potential"
1420,K-Stars that look like they hopped out of an Anime,Original Content,ean1994,02/16/2024,53,"11,879",MISC,Anime,"K, Stars"
1421,IU leaks a Top Celebrity's Secret YouTube Channel featuring 'AI Covers',News,Sophie-Ha,02/16/2024,5,"16,270","MISC, ORG, MISC","Celebrity ' s Secret, YouTube Channel, AI Covers","IU, leaks, Top, Celebrity, Secret, YouTube, Channel, AI, Covers"
1422,TWS's Shinyu makes fans swoon with his visuals,News,Sophie-Ha,02/16/2024,4,"4,222","ORG, MISC","TWS, Shinyu","fans, visuals"
1423,BABYMONSTER steps up to the plate in a commercial for Pepsi Thailand,CF,Sophie-Ha,02/16/2024,52,"6,348",ORG,Pepsi Thailand,"BABYMONSTER, plate, commercial, Pepsi, Thailand"
1424,"KT halts their promotional campaigns featuring soccer star Lee Kang In, reassessing sponsorship contract",News,Sophie-Ha,02/16/2024,18,"18,969","ORG, PER","K, Lee Kang In","KT, campaigns, soccer, star, Lee, Kang, sponsorship, contract"
1425,BTS's Jungkook fully unravels his irresistible charms in the new Spring 2024 Calvin Klein Campaign,News,Sophie-Ha,02/16/2024,19,"7,456","ORG, PER, MISC","BT, Jungkook, Spring 2024 Calvin Klein Campaign","BTS, charms, Spring, Calvin, Klein, Campaign"
1426,Brave Entertainment introduces the 4th member of Candy Shop,News,Sophie-Ha,02/16/2024,3,"5,089","ORG, ORG","Brave Entertainment, Candy Shop","Brave, Entertainment, member, Candy, Shop"
1427,NCT's Taeyong reveals 'Mystery Ego' teaser images for 'TAP',News,Germaine-Jay,02/16/2024,2,"2,258","PER, MISC","Taeyong, Mystery Ego","NCT, Mystery, Ego, teaser, images, TAP"
1428,MAMAMOO's Moon Byul teases upcoming album 'Starlit of Muse' in making-of film,Teaser,Germaine-Jay,02/16/2024,1,"1,021","PER, MISC","Moon Byul, Starlit of Muse","MAMAMOO, Moon, Byul, album, Starlit, Muse, of, film"
1429,ASTRO Cha Eun Woo's solo debut album 'ENTITY' reaches #1 on iTunes charts in various countries,News,Sofia-Sayson,02/16/2024,4,"5,023","PER, MISC, MISC","Cha Eun Woo, ##Y, iTunes","ASTRO, Cha, Eun, Woo, debut, album, ENTITY, charts, countries"
1430,BTS' RM spotted looking sharp in military band uniform,News,Germaine-Jay,02/16/2024,13,"8,387",ORG,BT,"BTS, RM, band, uniform"
1431,TWS & NCT WISH join performer lineup for first ever 'Asia Star Entertainer Awards',News,Germaine-Jay,02/16/2024,2,"1,911","ORG, MISC","NCT WISH, Asia Star Entertainer Awards","TWS, NCT, WISH, performer, lineup, Asia, Star, Entertainer, Awards"
1432,FNC Entertainment to debut 1st rock band in 10 years,News,Germaine-Jay,02/16/2024,10,"3,761",ORG,FNC Entertainment,"FNC, Entertainment, 1st, rock, band, years"
1433,Hyolyn officially apologizes after using racial slur,News,Germaine-Jay,02/16/2024,368,"39,678",PER,Hyolyn,slur
1434,BOYNEXTDOOR tease official fan light stick,Teaser,Germaine-Jay,02/16/2024,5,"2,790",ORG,BOYNEXTDOOR,"fan, light, stick"
1435,Cha Eun Woo turns around in dramatic 'ENTITY' epilogue,Teaser,Germaine-Jay,02/16/2024,0,"2,125",PER,Cha Eun Woo,"Cha, Eun, Woo, ENTITY, epilogue"
1436,P1Harmony win #1 + Performances from February 16th 'Music Bank'!,News,Germaine-Jay,02/16/2024,12,"4,491","ORG, MISC","P, Music Bank","P1Harmony, Performances, February, 16th, Music, Bank"
1437,Pentagon's Wooseok reveals 'Empty Paper' solo debut track list,News,Germaine-Jay,02/16/2024,2,"1,414","LOC, PER, MISC","Pen, Wooseok, Empty Paper","Pentagon, Empty, Paper, solo, debut, track, list"
1438,BTOB's Hyunsik survives deserted island in 'La Mar' MV,Music Video,Germaine-Jay,02/16/2024,2,"2,313","ORG, PER, LOC","BT, Hyunsik, La Mar","BTOB, island, La, Mar, MV"
1439,IU flies on the wind in 'Holssi' MV,Music Video,Germaine-Jay,02/16/2024,6,"4,799",LOC,Holssi,"IU, flies, wind, MV"
1440,Actress Choi Kang Hee continues to discover herself while picking up garbage in the mountain trails,News,Sophie-Ha,02/16/2024,1,"3,783",PER,Choi Kang Hee,"Actress, Choi, Kang, Hee, garbage, mountain, trails"
1441,Apink's Namjoo is set to make a Solo comeback after 4 years!,News,darkrunner,02/16/2024,2,"2,358","PER, PER, MISC","Apink, Namjoo, Solo","comeback, years"
1442,"Watch 'Music Bank' Live feat. EVNNE, NMIXX, TWS & more!",Live,Germaine-Jay,02/16/2024,0,"1,090","MISC, PER, ORG, PER, ORG, PER","Music Bank ' Live, EVNNE, NM, ##IXX, T, ##WS","Music, Bank, feat, NMIXX, TWS"
1443,Real-life figure behind virtual idol PLAVE member Eunho under fire for his past mixtape lyrics,News,Susan-Han,02/16/2024,38,"26,926","ORG, PER","PLAVE, Eunho","life, figure, idol, member, fire, mixtape, lyrics"
1444,TOMORROW x TOGETHER preparing for a comeback in April,News,Susan-Han,02/16/2024,6,"6,556","ORG, ORG","TOMORROW, TOGETH","comeback, April"
1445,DAY6 making a comeback next month,News,Susan-Han,02/16/2024,5,"5,988",ORG,DAY6,"comeback, month"
1446,TWS sign with Geffen Records & Virgin Music for promotion/distribution deals in the U.S. and Japan,News,Susan-Han,02/16/2024,4,"2,367","ORG, ORG, LOC, LOC","Geffen Records, Virgin Music, U. S., Japan","TWS, sign, Geffen, Records, Virgin, Music, promotion, distribution, deals, U.S."
1447,A.C.E reveal fun and goofy 'My Girl : 'My Choice'' season 2 photos,News,Susan-Han,02/16/2024,5,"1,770",MISC,My Girl : ' My Choice,"fun, Girl, Choice, season, photos"
1448,"The Givers CEO Ahn Sung Il sent to prosecution for obstruction of justice, destruction of records, & breach of trust in FIFTY FIFTY poaching case",News,Susan-Han,02/15/2024,36,"12,831","ORG, PER","Givers, Ahn Sung Il","CEO, Ahn, Sung, Il, prosecution, obstruction, justice, destruction, records, breach, trust, poaching, case"
1449,Former SBS 'LOUD' contestant Daniel Jikal joins P-Nation,Misc,Susan-Han,02/15/2024,2,"4,512","ORG, PER, ORG","SBS, Daniel Jikal, P - Nation","LOUD, contestant, Daniel, Jikal, P, Nation"
1450,TEMPEST announce comeback with a sweet 'coming soon' image,News,Susan-Han,02/15/2024,1,"1,529",ORG,TEMPEST,"comeback, image"
1451,"Hyun Bin in talks to lead ~ $36 million USD budget blockbuster series, 'Made In Korea'",Dramas,Susan-Han,02/15/2024,2,"7,149","PER, MISC","Hyun Bin, Made In Korea","Hyun, Bin, talks, USD, budget, blockbuster, series, Korea"
1452,The story of TWS and their debut journey to be aired as a documentary exclusively on Fuji TV,News,Susan-Han,02/15/2024,2,"2,804","ORG, ORG","T, Fuji TV","story, TWS, debut, journey, documentary, Fuji, TV"
1453,"Occult thriller 'The Nuns' confirms elite cast made up of Song Hye Kyo, Jeon Yeo Bin, Lee Jin Wook, Heo Jun Ho, & Moon Woo Jin",News,Susan-Han,02/15/2024,10,"7,021","MISC, PER, PER, PER, PER, PER","The Nuns, Song Hye Kyo, Jeon Yeo Bin, Lee Jin Wook, Heo Jun Ho, Moon Woo Jin","thriller, Nuns, cast, Song, Hye, Kyo, Jeon, Yeo, Bin, Lee, Jin, Wook, Heo, Jun, Ho, Moon, Woo, Jin"
1454,Netflix launches main trailer + poster for 'My Name Is Loh Kiwan' starring Song Joong Ki x Choi Sung Eun,Misc,Susan-Han,02/15/2024,19,"3,712","ORG, MISC, PER, PER","Netflix, My Name Is Loh Kiwan, Song Joong Ki, Choi Sung Eun","trailer, poster, Name, Loh, Kiwan, Song, Joong, Ki, x, Choi, Sung, Eun"
1455,"It's 'Love or Die' for CRAVITY in rugged new photos for their 7th mini album, 'Evershine'",News,Susan-Han,02/15/2024,2,"1,689","MISC, MISC","Love or Die, Evershine","CRAVITY, photos, album"
1456,ENHYPEN to release a remake of BTS's 'I Need U' for 'Spotify Singles',News,Susan-Han,02/15/2024,10,"5,833","ORG, PER, MISC, MISC","BT, ##S, I Need U, Spotify Singles","ENHYPEN, remake, BTS, U, Singles"
1457,LE SSERAFIM scheduled to appear on various variety shows including 'Running Man' and 'Amazing Saturday',News,Sophie-Ha,02/15/2024,11,"6,367","MISC, MISC","Running Man, Amazing Saturday","LE, SSERAFIM, variety, shows, Running, Man, Saturday"
1458,Stray Kids and (G)I-DLE top Hanteo's Global Charts for the second week of February,News,Sophie-Ha,02/15/2024,8,"3,071","ORG, ORG, ORG, MISC","Stray Kids, ( G ) I - DLE, Han, ##teo ' s Global Charts","Stray, Kids, G)I, DLE, Hanteo, Global, Charts, week, February"
1459,"""Their acting is so good,"" K-netizens are pleasantly shocked by (G)I-DLE's thrilling ""Revenge"" music video",News,Sophie-Ha,02/15/2024,26,"6,755","MISC, PER, MISC","I, DLE, Revenge","acting, K, netizens, G)I, thrilling, music, video"
1460,"MAMAMOO's Wheein releases digital single 'WHEEE' (Prod. Young K, Sanghyun Nah)",Music Video,Luckymoomoo,02/15/2024,1,"1,577","PER, PER, PER","Wheein, Young K, Sanghyun Nah","MAMAMOO, WHEEE, Prod, Young, K, Sanghyun, Nah"
1461,tvN rolls out a new trailer for the new mystery variety show 'Apartment 404',Teaser,Sophie-Ha,02/15/2024,3,"5,319","ORG, MISC","tvN, Apartment 404","trailer, mystery, variety, show, Apartment"
1462,8 Beautiful Quotes about Love by BTS' RM aka Kim Namjoon,Original Content,A-Nish,02/15/2024,7,"3,931","MISC, PER, PER","Beautiful Quotes about Love, BTS ' RM, Kim Namjoon","Beautiful, Quotes, Love, BTS, RM, Kim, Namjoon"
1463,tripleS reveals 4 song candidates for the title track of their 1st full group comeback,News,anonymous1215151,02/15/2024,5,"2,274",ORG,tripleS,"song, candidates, title, track, group, comeback"
1464,Apink's Namjoo covers 'Rewrite The Stars' & 'Reflection' in a special Live clip,Misc,darkrunner,02/15/2024,2,"1,502","ORG, ORG, MISC, MISC, MISC","Apink, Namjoo, Rewrite The Stars, Reflection, Live","Stars, clip"
1465,"Girls' Generation's Yuri, YoonA, and Tiffany gather to celebrate Sooyoung's birthday",News,Sophie-Ha,02/15/2024,6,"7,073","ORG, PER, PER, PER, PER","Girls ' Generation, Yuri, YoonA, Tiffany, Sooyoung","Girls, Generation, birthday"
1466,"""Monster Rookies"" TWS steadily climb to reach #1 on Melon's HOT 100",News,Sophie-Ha,02/15/2024,6,"3,746","MISC, ORG, MISC","Monster Rookies, Melon, HOT","Monster, Rookies, TWS"
1467,Enjoying 'Doctor Slump'? Here are 10 Must-Watch Medical K-Dramas,Original Content,Rika-go,02/15/2024,4,"5,902","MISC, MISC, MISC","Doctor Slump, Must - Watch Medical K, Drama","Doctor, Slump, Watch, Medical, K, Dramas"
1468,BTS's V reveals he gained 10 kg (22 lbs) after enlisting in mandatory military service,News,Sophie-Ha,02/15/2024,63,"23,392",ORG,BTS,"V, kg, lbs, service"
1469,Another New Award Show? When is the limit?,Original Content,ean1994,02/15/2024,21,"9,828",MISC,Another New Award Show,"New, Award, Show, limit"
1470,Circle Chart releases chart rankings for February 4 to February 10,News,GhostWriter,02/15/2024,2,"2,960",ORG,Circle Chart,"Circle, Chart, chart, February, February"
1471,MAMAMOO's Moon Byul sets a new personal best for album pre-orders with 'Starlit of Muse',News,Luckymoomoo,02/15/2024,7,"2,366","ORG, PER, MISC","MA, Moon Byul, Starlit of Muse","MAMAMOO, Moon, Byul, album, pre, -, orders, Starlit, Muse"
1472,P1Harmony's 'Killin' It' debuts at #1 on this week's Circle Album Chart,News,Sofia-Sayson,02/15/2024,2,"1,656","ORG, ORG, MISC, MISC","P, ##armony, Killin ' It, Circle Album Chart","P1Harmony, Killin, debuts, week, Circle, Album, Chart"
1473,tripleS to make their first full group comeback with 20 members,News,anonymous1215151,02/15/2024,35,"7,721",ORG,tripleS,"group, comeback, members"
1474,BTS's V (Kim Taehyung) shares outtakes from his stunning Valentine's Day photoshoot for 'W Korea x CELINE',News,YeontanNews,02/15/2024,19,"8,486","ORG, PER, MISC, MISC","BT, Kim Taehyung, Valentine ' s Day, W Korea x CELINE","BTS, V, Kim, Taehyung, outtakes, Valentine, Day, photoshoot, W, Korea, CELINE"
1475,"""This wasn't taken yesterday?"" Pre-debut photo of BLACKPINK's Jennie stuns fans",News,Sophie-Ha,02/15/2024,18,"25,330","ORG, PER","BLACKPINK, Jennie","yesterday, photo, fans"
1476,K-netizens says that the future of YG Entertainment is looking bleak,News,Sophie-Ha,02/15/2024,115,"25,814",ORG,YG Entertainment,"K, netizens, future, YG, Entertainment"
1477,NCT's Taeyong shines in the dark in the new teaser photos for his 2nd mini-album 'TAP',News,Sophie-Ha,02/15/2024,5,"1,964","ORG, PER, MISC","NCT, Taeyong, TAP","dark, teaser, photos, -, album"
1478,SM Entertainment unveils additional teaser photos for NCT WISH,News,Sophie-Ha,02/15/2024,4,"2,029","ORG, MISC","SM Entertainment, NCT WISH","SM, Entertainment, teaser, photos, WISH"
1479,Brave Entertainment releases individual profile photos of the third Candy Shop member,News,Sophie-Ha,02/15/2024,17,"5,113","ORG, ORG","Brave Entertainment, Candy Shop","Brave, Entertainment, profile, photos, Candy, Shop, member"
1480,TWICE shine a light in 'With YOU-th' concept photos,News,Germaine-Jay,02/15/2024,8,"3,754",ORG,TWICE,"light, YOU, th, concept, photos"
1481,Chuu gifts fans 'Chocolate' in special present MV,Music Video,Germaine-Jay,02/15/2024,3,"1,838","PER, MISC","Chuu, Chocolate","gifts, fans, MV"
1482,MAMAMOO's Moon Byul reveals her moves in 'TOUCHIN&MOVIN' MV teaser,Teaser,Germaine-Jay,02/15/2024,9,"1,332",PER,Moon Byul,"MAMAMOO, Moon, Byul, moves, MV, teaser"
1483,(G)I-DLE seek 'Revenge' in action-packed MV,Music Video,Germaine-Jay,02/15/2024,9,"4,592",MISC,Revenge,"G)I, DLE, action, MV"
1484,LE SSERAFIM reveal dramatic MV teaser for 'EASY',Teaser,Germaine-Jay,02/15/2024,7,"2,978","ORG, MISC","LE SS, EASY","LE, SSERAFIM, MV, teaser"
1485,BoA & Kikwang not attending vacation with 'Marry My Husband' cast,News,Germaine-Jay,02/15/2024,19,"19,507","PER, PER, MISC","BoA, Kikwang, Marry My Husband","vacation, Marry, Husband, cast"
1486,YOUNG POSSE drop 'YOUNG POSSE UP' choreography MV,Misc,Germaine-Jay,02/15/2024,0,"1,450","MISC, MISC","YOUNG POSSE, YOUNG POSSE UP","POSSE, POSSE, choreography, MV"
1487,(G)I-DLE take #1 trophy with 'Super Lady' on this week's 'M! Countdown',News,Germaine-Jay,02/15/2024,7,"2,823","MISC, MISC","Super Lady, M! Countdown","G)I, DLE, trophy, Super, Lady, week, M, Countdown"
